,101391.json,102667.json,103942.json,104788.json,107333.json,109482.json,110975.json,117959.json,122295.json,123023.json,123309.json,125085.json,127170.json,131870.json,145097.json,153102.json,157344.json,158382.json,161063.json,161695.json,161718.json,164710.json,165723.json,168420.json,186006.json,194712.json,194717.json,200080.json,204029.json,204705.json,211789.json,216107.json,2164.json,217398.json,252096.json,253369.json,264858.json,265222.json,265454.json,265528.json,284473.json,29582.json,296871.json,35671.json,35939.json,383367.json,385323.json,4170.json,51508.json,51586.json,51968.json,54862.json,55246.json,5945.json,61640.json,61646.json,63441.json,64135.json,64847.json,66545.json,66568.json,67625.json,6874.json,69568.json,78078.json,78383.json,79591.json,84725.json,87441.json,934.json,95794.json,97680.json,98206.json,98299.json,98373.json,Arrosage.pdf,Croissance et Développement.pdf,Cycle de Vie.pdf,L'Humidité Ambiante.pdf,La Température et le Climat.pdf,Le Drainage et l'Aération du Sol.pdf,Le Rempotage et le Surfaçage des Plantes.pdf,Luminosité .pdf,Maladies Fongiques.pdf,Nutrition Végétale et les Engrais.pdf,Origine Géographique et Biomes.pdf,Parasites Courants.pdf,Plantation.pdf,Propagation et Reproduction Végétale.pdf,Stress Hydrique _ Thermique _ Lumineux.pdf,Taille et Élagage Végétal.pdf,Technologies Horticoles Modernes.pdf,Toxicité Végétale.pdf,Types de Sol.pdf,pH du Sol .pdf
pré,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8477896532867566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8477896532867566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pâturage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657278743762248,0.0,0.0,0.0,0.0,0.657278743762248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657278743762248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657278743762248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.112869651843033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bord,0.0,0.2793582288555714,0.0,0.0,0.0,0.2793582288555714,0.0,0.47299459755303064,0.0,0.0,0.0,0.2793582288555714,0.2793582288555714,0.0,0.2793582288555714,0.0,0.2793582288555714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2793582288555714,0.2793582288555714,0.0,0.0,0.0,0.5862646120168603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2793582288555714,0.2793582288555714,0.0,0.0,0.2793582288555714,0.2793582288555714,0.0,0.0,0.0,0.0,0.5862646120168603,0.0,0.0,0.0,0.0,0.0,0.47299459755303064,0.47299459755303064,0.47299459755303064,0.0,0.0,0.0,0.0,0.0,0.0,0.2793582288555714,0.0,0.0,0.2793582288555714,0.0,0.0,0.2793582288555714,0.2793582288555714,0.0,0.0,0.0,0.0,0.0,0.2793582288555714,0.2793582288555714,0.0,0.2793582288555714,0.2793582288555714,0.2793582288555714,0.2793582288555714,0.0,0.0,0.47299459755303064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chemin,0.0,0.0,0.0,0.0,0.0,0.4662149665570149,0.0,0.7893705561608589,0.0,0.0,0.0,0.4662149665570149,0.4662149665570149,0.0,0.0,0.0,0.4662149665570149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4662149665570149,0.0,0.0,0.0,0.4662149665570149,0.0,0.0,0.0,0.0,0.0,0.7893705561608589,0.0,0.0,0.0,0.0,0.0,0.4662149665570149,0.7893705561608589,0.4662149665570149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4662149665570149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ensoleillé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4101849064861819,0.0,0.0,0.0,0.0,0.0,0.4101849064861819,0.4101849064861819,0.0,0.0,0.4101849064861819,0.0,0.0,0.0,0.4101849064861819,0.0,0.0,0.4101849064861819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4101849064861819,0.0,0.0,0.4101849064861819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4101849064861819,0.0,0.0,0.4101849064861819,0.4101849064861819,0.0,0.6945034179253238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4101849064861819,0.0,0.4101849064861819,0.4101849064861819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semer,0.657278743762248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657278743762248,0.0,0.0,0.0,0.0,0.0,0.657278743762248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657278743762248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.112869651843033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
printemps,0.3056751188874228,0.18053664938114367,0.18053664938114367,0.3056751188874228,0.0,0.18053664938114367,0.0,0.0,0.18053664938114367,0.18053664938114367,0.0,0.0,0.0,0.0,0.0,0.0,0.18053664938114367,0.0,0.0,0.18053664938114367,0.0,0.0,0.18053664938114367,0.18053664938114367,0.0,0.18053664938114367,0.0,0.18053664938114367,0.18053664938114367,0.0,0.0,0.0,0.3056751188874228,0.18053664938114367,0.18053664938114367,0.18053664938114367,0.3056751188874228,0.0,0.18053664938114367,0.3056751188874228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18053664938114367,0.0,0.18053664938114367,0.0,0.0,0.18053664938114367,0.18053664938114367,0.0,0.0,0.0,0.3056751188874228,0.18053664938114367,0.18053664938114367,0.0,0.18053664938114367,0.18053664938114367,0.18053664938114367,0.0,0.3056751188874228,0.3056751188874228,0.0,0.3056751188874228,0.3056751188874228,0.18053664938114367,0.3056751188874228,0.0,0.18053664938114367,0.0,0.0,0.18053664938114367,0.0,0.0,0.0,0.18053664938114367,0.378876430946234,0.0,0.0,0.378876430946234,0.0,0.0,0.43081358839370193,0.0,0.0,0.3056751188874228,0.0,0.0,0.18053664938114367,0.18053664938114367
second,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7587523082377436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7587523082377436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7587523082377436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
composant,0.0,0.4662149665570149,0.4662149665570149,0.4662149665570149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4662149665570149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4662149665570149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7893705561608589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4662149665570149,0.0,0.0,0.4662149665570149,0.0,0.4662149665570149,0.0,0.0,0.0,0.0,0.0,0.7893705561608589,0.0,0.7893705561608589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4662149665570149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carvone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8477896532867566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8477896532867566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limonène,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6955793065735132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6955793065735132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6955793065735132,0.0,0.0,0.6955793065735132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flavonoïder,0.0,0.0,0.49436817292073065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49436817292073065,0.0,0.0,0.0,0.0,0.49436817292073065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49436817292073065,0.0,0.49436817292073065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49436817292073065,0.0,0.49436817292073065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49436817292073065,0.49436817292073065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49436817292073065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coumarine,0.0,0.0,0.54336895986027,0.0,0.0,0.0,0.0,0.0,0.54336895986027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54336895986027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54336895986027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54336895986027,0.0,0.0,0.54336895986027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54336895986027,0.0,0.0,0.0,0.0,0.54336895986027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phénolique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551329137967319,0.0,0.0,0.551329137967319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551329137967319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9334813755099113,0.0,0.0,0.0,0.551329137967319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551329137967319,0.0,0.551329137967319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551329137967319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chaude,0.0,0.0,0.0,0.0,0.6065419615245002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6065419615245002,0.0,0.0,0.0,0.0,0.0,0.6065419615245002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6065419615245002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6065419615245002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6065419615245002,0.0,0.0,0.0,0.0,0.0
populaire,0.0,0.2945039778137951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6180496669016708,0.2945039778137951,0.0,0.0,0.4986385796991159,0.0,0.2945039778137951,0.2945039778137951,0.0,0.0,0.2945039778137951,0.0,0.0,0.2945039778137951,0.0,0.4986385796991159,0.2945039778137951,0.0,0.0,0.2945039778137951,0.0,0.0,0.0,0.0,0.0,0.2945039778137951,0.0,0.0,0.2945039778137951,0.0,0.0,0.2945039778137951,0.2945039778137951,0.0,0.6180496669016708,0.0,0.0,0.0,0.2945039778137951,0.0,0.2945039778137951,0.0,0.2945039778137951,0.2945039778137951,0.0,0.0,0.0,0.2945039778137951,0.0,0.2945039778137951,0.0,0.0,0.0,0.0,0.0,0.2945039778137951,0.0,0.0,0.2945039778137951,0.2945039778137951,0.0,0.2945039778137951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2945039778137951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4430633436427439,1.1561462865111942,0.0,0.0,0.0,0.0,0.4430633436427439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4430633436427439,0.4430633436427439,0.0,0.7501714510981741,0.0,0.0,0.4430633436427439,0.0,0.0,0.0,0.0,0.7501714510981741,0.4430633436427439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4430633436427439,0.0,0.0,0.7501714510981741,0.0,0.0,0.0,0.4430633436427439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4430633436427439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4430633436427439,0.0,0.0,0.0,0.0,0.0,0.0,0.4430633436427439,0.0,0.0,0.0
scandinave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pain,0.46396985774273647,0.0,0.7855692565019132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46396985774273647,0.0,0.0,0.7855692565019132,0.0,0.0,0.0,0.0,0.46396985774273647,0.46396985774273647,0.0,0.46396985774273647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46396985774273647,0.0,0.0,0.0,0.0,0.46396985774273647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46396985774273647,0.0,0.0,0.0,0.0,0.0,0.46396985774273647,0.0,0.0,0.0,0.0,0.0,0.46396985774273647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seigle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fromage,0.657278743762248,0.0,0.0,0.0,0.0,0.0,0.0,1.112869651843033,0.657278743762248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657278743762248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657278743762248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
choucroute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8477896532867566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8477896532867566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ragoût,0.5726915339664818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5726915339664818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5726915339664818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5726915339664818,0.5726915339664818,0.0,0.5726915339664818,0.5726915339664818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeune,0.0,0.4199900271630464,0.2480528757246906,0.0,0.0,0.4199900271630464,0.2480528757246906,0.2480528757246906,0.0,0.0,0.0,0.0,0.2480528757246906,0.2480528757246906,0.0,0.0,0.2480528757246906,0.4199900271630464,0.4199900271630464,0.4199900271630464,0.0,0.0,0.0,0.2480528757246906,0.0,0.0,0.0,0.0,0.0,0.2480528757246906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4199900271630464,0.2480528757246906,0.0,0.4199900271630464,0.0,0.0,0.0,0.0,0.0,0.0,0.2480528757246906,0.0,0.0,0.4199900271630464,0.0,0.2480528757246906,0.2480528757246906,0.0,0.0,0.0,0.0,0.4199900271630464,0.0,0.0,0.0,0.2480528757246906,0.2480528757246906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2480528757246906,0.0,0.0,0.0,0.0,0.4199900271630464,0.0,0.0,0.4199900271630464,0.0,0.4199900271630464,0.0,0.0,0.5919271786014022,0.0,0.5205668132352992,0.5205668132352992,0.0,0.2480528757246906,0.5205668132352992,0.2480528757246906,0.0,0.0,0.2480528757246906
salade,0.0,0.3002469779650886,0.3002469779650886,0.0,0.0,0.3002469779650886,0.0,0.5083623242132338,0.3002469779650886,0.0,0.3002469779650886,0.0,0.3002469779650886,0.0,0.0,0.0,0.3002469779650886,0.0,0.0,0.0,0.0,0.0,0.3002469779650886,0.0,0.3002469779650886,0.3002469779650886,0.0,0.3002469779650886,0.0,0.3002469779650886,0.0,0.0,0.5083623242132338,0.0,0.3002469779650886,0.0,0.0,0.5083623242132338,0.0,0.0,0.5083623242132338,0.0,0.0,0.0,0.0,0.0,0.0,0.3002469779650886,0.0,0.0,0.0,0.0,0.0,0.6301019975929981,0.0,0.3002469779650886,0.0,0.0,0.3002469779650886,0.0,0.3002469779650886,0.3002469779650886,0.5083623242132338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3002469779650886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3002469779650886
racine,0.0,0.0,0.3533490910709667,0.0,0.0,0.0,0.0,0.3533490910709667,0.0,0.0,0.0,0.5982720173002266,0.3533490910709667,0.3533490910709667,0.0,0.0,0.3533490910709667,0.0,0.0,0.0,0.0,0.0,0.3533490910709667,0.0,0.3533490910709667,0.0,0.0,0.8431949435294865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3533490910709667,0.0,0.0,0.0,0.0,0.0,1.0881178697587464,0.3533490910709667,1.0881178697587464,0.0,0.0,0.0,0.0,0.9864656709404976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3533490910709667,0.5982720173002266,0.5982720173002266,0.5982720173002266,0.5982720173002266,1.2313885971697576,1.3102361682049812,0.0,0.0,0.8431949435294865,0.0,0.0,1.2858575997746908,0.9864656709404976,0.5982720173002266,0.3533490910709667,0.5982720173002266,0.5982720173002266,0.7415427447112378,0.3533490910709667
consommer,0.0,0.5263313167219316,0.0,0.0,0.0,0.42464079227979595,0.42464079227979595,0.2507996925225141,0.0,0.0,0.2507996925225141,0.0,0.2507996925225141,0.2507996925225141,0.42464079227979595,0.0,0.42464079227979595,0.0,0.0,0.2507996925225141,0.0,0.0,0.0,0.0,0.2507996925225141,0.2507996925225141,0.0,0.2507996925225141,0.0,0.2507996925225141,0.0,0.2507996925225141,0.0,0.42464079227979595,0.0,0.0,0.5263313167219316,0.42464079227979595,0.2507996925225141,0.0,0.5984818920370778,0.0,0.2507996925225141,0.2507996925225141,0.2507996925225141,0.0,0.0,0.42464079227979595,0.0,0.2507996925225141,0.5263313167219316,0.0,0.0,0.2507996925225141,0.0,0.0,0.2507996925225141,0.0,0.0,0.0,0.0,0.0,0.2507996925225141,0.42464079227979595,0.0,0.0,0.0,0.0,0.0,0.0,0.2507996925225141,0.0,0.0,0.2507996925225141,0.0,0.0,0.0,0.0,0.0,0.2507996925225141,0.2507996925225141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
confiserie,0.0,0.0,0.5248102422633794,0.5248102422633794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5248102422633794,0.0,0.0,0.5248102422633794,0.5248102422633794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5248102422633794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8885809820172227,0.0,0.0,0.0,0.0,0.0,0.0,0.5248102422633794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5248102422633794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liqueur,0.0,0.5050683970490045,0.5050683970490045,0.0,0.0,0.0,0.0,0.0,0.5050683970490045,0.0,0.0,0.0,0.0,0.0,0.8551551324534531,0.0,0.5050683970490045,0.0,0.0,0.8551551324534531,0.5050683970490045,0.0,0.0,0.0,0.5050683970490045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5050683970490045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5050683970490045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
